"game_id","title","platform_key","platform_name","platform_short","platform_company","platform_generation","release_date","release_year","decade","developer","publisher","genre_detailed","genre_category","players_raw","players_min","players_max","rating_score_pct","rating_stars_5","description","rom_filename","rom_extension","rom_size_mb","has_cover_image","has_mix_image","has_screenshot","has_titlescreen","has_3d_box","has_backcover","has_marquee","has_fanart","cover_image_path","mix_image_path","screenshot_path","titlescreen_path","box3d_path","backcover_path","marquee_path"
"dreamcast_sega-bass-fishing-2","Sega Bass Fishing 2","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2001-08-21","2001","2000s","Wow Entertainment","SEGA","Fishing","Action","1","1","1","90","4.5","SEGA Bass Fishing 2 is the obvious sequel to SEGA Bass Fishing. Like the previous game in the series this simulation game allows the player to fish for bass on various lakes. At the start of the game the player can pick one of various characters. Each character has his or her own stats such as casting distance, which makes them all unique. Each character's appearance can be altered by the player as well.","Sega Bass Fishing 2 (NA).chd","CHD","272.49","true","true","true","true","true","true","true","true","covers/dreamcast/Sega Bass Fishing 2 (NA).png","miximages/dreamcast/Sega Bass Fishing 2 (NA).png","screenshots/dreamcast/Sega Bass Fishing 2 (NA).png","titlescreens/dreamcast/Sega Bass Fishing 2 (NA).png","3dboxes/dreamcast/Sega Bass Fishing 2 (NA).png","backcovers/dreamcast/Sega Bass Fishing 2 (NA).png","marquees/dreamcast/Sega Bass Fishing 2 (NA).png"
"dreamcast_sega-gt","Sega GT","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2000-12-08","2000","2000s","Wow Entertainment","SEGA","Racing, Driving","Racing","1-2","1","2","90","4.5","With a nod towards GT2, Sega tosses in their entry in the race-career-category, meaning that this game is all about racing. Racing to win competitions, cars, money and other prizes (such as licenses for bigger cars), buying new cars to race in, upgrading cars to race in and gaining licenses to race with.

It features realistic controls, graphic and physics, and spans over career, multiplayer or arcade modes, and hundreds of cars to boot.","Sega GT (NA).chd","CHD","618.23","true","true","true","true","true","true","true","true","covers/dreamcast/Sega GT (NA).png","miximages/dreamcast/Sega GT (NA).png","screenshots/dreamcast/Sega GT (NA).png","titlescreens/dreamcast/Sega GT (NA).png","3dboxes/dreamcast/Sega GT (NA).png","backcovers/dreamcast/Sega GT (NA).png","marquees/dreamcast/Sega GT (NA).png"
"dreamcast_sega-marine-fishing","Sega Marine Fishing","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2000-10-17","2000","2000s","Wow Entertainment","SEGA","Fishing","Action","1","1","1","80","4","The sequel to the arcade and Dreamcast title SEGA Bass Fishing, this game features deep-sea fishing where you can catch must more than just bass. The game offers 15 types of fish, 5 different locales, and 16 types of lures with many more unlockable. By catching fish, you earn item cards with equipment, boats, accessories, fish and artifacts for an aquarium.

There is also a network feature where you can log on to SEGA's Marine Fishing webpage to compete in fishing competitions. Play in arcade mode, free fishing mode or the more involved original mode (which features several mini-games), and view your rewards in aquarium mode. The original mode was not included in the arcade version, and the mini-games train different techniques (luring, casting, fighting...)","Sega Marine Fishing (NA).chd","CHD","113.55","true","true","true","true","true","true","true","true","covers/dreamcast/Sega Marine Fishing (NA).png","miximages/dreamcast/Sega Marine Fishing (NA).png","screenshots/dreamcast/Sega Marine Fishing (NA).png","titlescreens/dreamcast/Sega Marine Fishing (NA).jpg","3dboxes/dreamcast/Sega Marine Fishing (NA).png","backcovers/dreamcast/Sega Marine Fishing (NA).png","marquees/dreamcast/Sega Marine Fishing (NA).png"
"dreamcast_sega-rally-2","Sega Rally 2","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","1999-10-14","1999","1990s","SEGA","SEGA","Racing, Driving","Racing","1-2","1","2","90","4.5","Sega Rally 2 is the sequel to Sega's hit arcade game, Sega Rally. This game, like it's predecessor, is based on Rally racing. Rally racing is unique in that races take place on both race tracks and off-road courses. The courses in this game reflect this nicely. Some take place in the desert or forest, others take place in cities.","Sega Rally 2 - Sega Rally Championship (NA).chd","CHD","620.55","true","true","true","true","true","true","true","true","covers/dreamcast/Sega Rally 2 - Sega Rally Championship (NA).png","miximages/dreamcast/Sega Rally 2 - Sega Rally Championship (NA).png","screenshots/dreamcast/Sega Rally 2 - Sega Rally Championship (NA).png","titlescreens/dreamcast/Sega Rally 2 - Sega Rally Championship (NA).png","3dboxes/dreamcast/Sega Rally 2 - Sega Rally Championship (NA).png","backcovers/dreamcast/Sega Rally 2 - Sega Rally Championship (NA).png","marquees/dreamcast/Sega Rally 2 - Sega Rally Championship (NA).png"
"dreamcast_sega-smash-pack-volume-1","Sega Smash Pack : Volume 1","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2001-01-30","2001","2000s","SEGA","SEGA","Compilation","Compilation","1-2","1","2","80","4","Sega Smash Pack: Volume One was the first, and ultimately the only collection of classic Sega games released for the Dreamcast.  It contains only some games in common with the PC Sega Smash Pack and Smash Pack 2 so is an iteration of the concept rather than a port of that collection.

This collections features ten emulated Genesis/Mega Drive titles. These games are Altered Beast, Columns, Golden Axe, Phantasy Star II, Shining Force, Vectorman, Revenge of Shinobi, Sonic the Hedgehog, Streets of Rage 2 and Wrestle War. This was the first American release of Wrestle War.

It also included two games that had been previous released for Dreamcast: Sega Swirl, which had been given away on various discs and Virtua Cop 2, which had been previously available for Dreamcast only in Japan.","Sega Smash Pack Volume 1 (NA).chd","CHD","271.41","true","true","true","true","true","true","true","true","covers/dreamcast/Sega Smash Pack Volume 1 (NA).png","miximages/dreamcast/Sega Smash Pack Volume 1 (NA).png","screenshots/dreamcast/Sega Smash Pack Volume 1 (NA).png","titlescreens/dreamcast/Sega Smash Pack Volume 1 (NA).png","3dboxes/dreamcast/Sega Smash Pack Volume 1 (NA).png","backcovers/dreamcast/Sega Smash Pack Volume 1 (NA).png","marquees/dreamcast/Sega Smash Pack Volume 1 (NA).png"
"dreamcast_sega-tetris","Sega Tetris","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2000-11-23","2000","2000s","Wow Entertainment","SEGA","Puzzle / Fall","Puzzle","1-2","1","2","70","3.5","Sega Tetris is an officially licensed Tetris game originally made for arcades that can be played in both single player and multi player modes. The game uses polygonal graphics with animated backgrounds. As progress through the game is made these change and take the player to numerous different settings.","Sega Tetris (JP, Rev A).chd","CHD","47.77","true","true","true","true","true","true","true","true","covers/dreamcast/Sega Tetris (JP, Rev A).png","miximages/dreamcast/Sega Tetris (JP, Rev A).png","screenshots/dreamcast/Sega Tetris (JP, Rev A).png","titlescreens/dreamcast/Sega Tetris (JP, Rev A).png","3dboxes/dreamcast/Sega Tetris (JP, Rev A).png","backcovers/dreamcast/Sega Tetris (JP, Rev A).png","marquees/dreamcast/Sega Tetris (JP, Rev A).png"
"dreamcast_sega-worldwide-soccer-2000","Sega Worldwide Soccer 2000","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","1999-12-01","1999","1990s","Silicon Dreams","SEGA","Sports / Football (Soccer)","Sports","1-4","1","4","60","3","Sega Worldwide Soccer 2000 is a direct sequel of the widely acclaimed WWS'98. There are many club and international teams to choose from, as well as multiple authentic fields to play on.
There are also all of the basic play modes, including a championship, exhibition match and a couple of cup-styled erm...cups.
All of the player's movements are motion captured and there is also quite a few graphical touches to liven things up, like the managers shouting from the sidelines and quite realistic-looking crowds.
All in all, this is your basic football/soccer game.","Sega Worldwide Soccer 2000 (EU).chd","CHD","484.85","true","true","true","true","true","true","true","true","covers/dreamcast/Sega Worldwide Soccer 2000 (EU).png","miximages/dreamcast/Sega Worldwide Soccer 2000 (EU).png","screenshots/dreamcast/Sega Worldwide Soccer 2000 (EU).png","titlescreens/dreamcast/Sega Worldwide Soccer 2000 (EU).png","3dboxes/dreamcast/Sega Worldwide Soccer 2000 (EU).png","backcovers/dreamcast/Sega Worldwide Soccer 2000 (EU).png","marquees/dreamcast/Sega Worldwide Soccer 2000 (EU).png"
"dreamcast_sega-worldwide-soccer-2000-euro-edition","Sega Worldwide Soccer 2000 : Euro Edition","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2000-05-26","2000","2000s","Silicon Dreams","SEGA","Sports / Football (Soccer)","Sports","1-2","1","2","90","4.5","This game is an upgrade to Sega Worldwide Soccer 2000, with an improved graphical engine and the possibility to let you play the Euro 2000 celebrated in Holland and Belgium. Other available game modes are the World Cup (where you could compete as any of the 64 best teams in the world), National leagues (Italian, Spanish, English, German, Japanese, etc), International leagues and friendly match. Regarding player licenses, this game takes the same position as World League Soccer 98; that is, player names will resemble those of their real life counterparts, but will not be exactly the same (although curiously, game commentators will pronounce them correctly).","Sega Worldwide Soccer 2000 - Euro Edition (EU).chd","CHD","514.69","true","true","true","true","true","true","true","true","covers/dreamcast/Sega Worldwide Soccer 2000 - Euro Edition (EU).png","miximages/dreamcast/Sega Worldwide Soccer 2000 - Euro Edition (EU).png","screenshots/dreamcast/Sega Worldwide Soccer 2000 - Euro Edition (EU).png","titlescreens/dreamcast/Sega Worldwide Soccer 2000 - Euro Edition (EU).png","3dboxes/dreamcast/Sega Worldwide Soccer 2000 - Euro Edition (EU).png","backcovers/dreamcast/Sega Worldwide Soccer 2000 - Euro Edition (EU).png","marquees/dreamcast/Sega Worldwide Soccer 2000 - Euro Edition (EU).png"
"dreamcast_seventh-cross-evolution","Seventh Cross Evolution","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","1999-12-18","1999","1990s","NEC","NEC","Adventure","Adventure","1","1","1","40","2","A life simulation which shows how organisms evolve. Take control of one of life's earliest lifeforms and, depending on what environment and habitat you prefer to use, watch as your organism starts to evolve and adapt to its surroundings.

You control your organism from a third person perspective and you can choose what it feeds on and how it kills its prey and, depending on the method you choose, your organism will evolve to make killing and eating that kind of prey easier.","Seventh Cross Evolution (NA).chd","CHD","253.46","true","true","true","true","true","true","true","true","covers/dreamcast/Seventh Cross Evolution (NA).png","miximages/dreamcast/Seventh Cross Evolution (NA).png","screenshots/dreamcast/Seventh Cross Evolution (NA).png","titlescreens/dreamcast/Seventh Cross Evolution (NA).png","3dboxes/dreamcast/Seventh Cross Evolution (NA).png","backcovers/dreamcast/Seventh Cross Evolution (NA).png","marquees/dreamcast/Seventh Cross Evolution (NA).png"
"dreamcast_shadow-man","Shadow Man","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","1999-12-10","1999","1990s","Acclaim Entertainment","Acclaim Entertainment","Action / Adventure","Adventure","1","1","1","70","3.5","You're the Shadow Man, a person who can switch between the world of the dead and of the living. In Shadow Man your mission is to prevent 5 serial killers from bringing the total armageddon. In the world of the living, you're mortal and have conventional weapons. When you die, you are transported to the world of the dead and you become Shadow Man once again. Which means you're not really mortal. In the world of the dead you can't use normal weapons, your gun shoots ghosts which kill the zombies and the other ugly creatures which live there. You also have different voodoo powers and weapons. And you're carrying a large inventory around.","Shadow Man (NA, Rev A).chd","CHD","256.2","true","true","true","true","true","true","true","true","covers/dreamcast/Shadow Man (NA, Rev A).png","miximages/dreamcast/Shadow Man (NA, Rev A).png","screenshots/dreamcast/Shadow Man (NA, Rev A).png","titlescreens/dreamcast/Shadow Man (NA, Rev A).png","3dboxes/dreamcast/Shadow Man (NA, Rev A).png","backcovers/dreamcast/Shadow Man (NA, Rev A).png","marquees/dreamcast/Shadow Man (NA, Rev A).png"
"dreamcast_shanghai-dynasty","Shanghai Dynasty","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2000-03-16","2000","2000s","Success","Success","Mahjong","Puzzle","1-4","1","4","60","3","A Mahjong-solitaire-centric title and part of Activision's long-running 'Shanghai' game series, Dynasty offers a plethora of options and modes for those who always want more. The 3D layout of the board is quite nice, and the ability to play standard Mahjong also makes it a good all-in-one game.","Shanghai - Dynasty (JP).chd","CHD","469.46","true","true","true","true","true","true","true","true","covers/dreamcast/Shanghai - Dynasty (JP).png","miximages/dreamcast/Shanghai - Dynasty (JP).png","screenshots/dreamcast/Shanghai - Dynasty (JP).png","titlescreens/dreamcast/Shanghai - Dynasty (JP).png","3dboxes/dreamcast/Shanghai - Dynasty (JP).png","backcovers/dreamcast/Shanghai - Dynasty (JP).png","marquees/dreamcast/Shanghai - Dynasty (JP).png"
"dreamcast_shenmue","Shenmue","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2000-12-08","2000","2000s","SEGA AM2","SEGA","Adventure / RealTime 3D","Adventure","1","1","1","90","4.5","Witness to the murder of his father by the mysterious Lan Di, the young Ryo Hazuki swears to find him to avenge his father. This is the starting point of this extraordinary adventure that is Shenmue on Dreamcast, a game at the crossroads of a multitude of genres that includes its share of action and confrontations inspired by martial arts.","Shenmue (NA - Disc 1).chd","CHD","448.26","true","true","true","true","true","true","true","true","covers/dreamcast/Shenmue (NA - Disc 1).png","miximages/dreamcast/Shenmue (NA - Disc 1).png","screenshots/dreamcast/Shenmue (NA - Disc 1).jpg","titlescreens/dreamcast/Shenmue (NA - Disc 1).png","3dboxes/dreamcast/Shenmue (NA - Disc 1).png","backcovers/dreamcast/Shenmue (NA - Disc 1).png","marquees/dreamcast/Shenmue (NA - Disc 1).png"
"dreamcast_shenmue","Shenmue","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2000-12-08","2000","2000s","SEGA AM2","SEGA","Adventure / RealTime 3D","Adventure","1","1","1","90","4.5","Witness to the murder of his father by the mysterious Lan Di, the young Ryo Hazuki swears to find him to avenge his father. This is the starting point of this extraordinary adventure that is Shenmue on Dreamcast, a game at the crossroads of a multitude of genres that includes its share of action and confrontations inspired by martial arts.","Shenmue (NA - Disc 2).chd","CHD","400.98","true","true","true","true","true","true","true","true","covers/dreamcast/Shenmue (NA - Disc 2).png","miximages/dreamcast/Shenmue (NA - Disc 2).png","screenshots/dreamcast/Shenmue (NA - Disc 2).jpg","titlescreens/dreamcast/Shenmue (NA - Disc 2).png","3dboxes/dreamcast/Shenmue (NA - Disc 2).png","backcovers/dreamcast/Shenmue (NA - Disc 2).png","marquees/dreamcast/Shenmue (NA - Disc 2).png"
"dreamcast_shenmue","Shenmue","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2000-12-08","2000","2000s","SEGA AM2","SEGA","Adventure / RealTime 3D","Adventure","1","1","1","90","4.5","Witness to the murder of his father by the mysterious Lan Di, the young Ryo Hazuki swears to find him to avenge his father. This is the starting point of this extraordinary adventure that is Shenmue on Dreamcast, a game at the crossroads of a multitude of genres that includes its share of action and confrontations inspired by martial arts.","Shenmue (NA - Disc 3).chd","CHD","464.96","true","true","true","true","true","true","true","true","covers/dreamcast/Shenmue (NA - Disc 3).png","miximages/dreamcast/Shenmue (NA - Disc 3).png","screenshots/dreamcast/Shenmue (NA - Disc 3).jpg","titlescreens/dreamcast/Shenmue (NA - Disc 3).png","3dboxes/dreamcast/Shenmue (NA - Disc 3).png","backcovers/dreamcast/Shenmue (NA - Disc 3).png","marquees/dreamcast/Shenmue (NA - Disc 3).png"
"dreamcast_shenmue-ii","Shenmue II","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2001-11-23","2001","2000s","SEGA AM2","SEGA","Adventure / RealTime 3D","Adventure","1","1","1","90","4.5","After crossing the sea, he will arrive from the East, from a distant land... the epic of Shenmue is reborn. In this second part, Ryo Hazuki arrives in Hong Kong to pursue his mission: to try to avenge the death of his father and discover the mystery of the Phoenix Mirror. Shenmue II is a universe at least three times larger than the first one: more characters to communicate with, more knowledge to acquire, more new experiences. But beware, you can't trust everyone!","Shenmue II (EU - Disc 1).chd","CHD","648.52","true","true","true","true","true","true","true","true","covers/dreamcast/Shenmue II (EU - Disc 1).png","miximages/dreamcast/Shenmue II (EU - Disc 1).png","screenshots/dreamcast/Shenmue II (EU - Disc 1).jpg","titlescreens/dreamcast/Shenmue II (EU - Disc 1).jpg","3dboxes/dreamcast/Shenmue II (EU - Disc 1).png","backcovers/dreamcast/Shenmue II (EU - Disc 1).png","marquees/dreamcast/Shenmue II (EU - Disc 1).png"
"dreamcast_shenmue-ii","Shenmue II","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2001-11-23","2001","2000s","SEGA AM2","SEGA","Adventure / RealTime 3D","Adventure","1","1","1","90","4.5","After crossing the sea, he will arrive from the East, from a distant land... the epic of Shenmue is reborn. In this second part, Ryo Hazuki arrives in Hong Kong to pursue his mission: to try to avenge the death of his father and discover the mystery of the Phoenix Mirror. Shenmue II is a universe at least three times larger than the first one: more characters to communicate with, more knowledge to acquire, more new experiences. But beware, you can't trust everyone!","Shenmue II (EU - Disc 2).chd","CHD","721.24","true","true","true","true","true","true","true","true","covers/dreamcast/Shenmue II (EU - Disc 2).png","miximages/dreamcast/Shenmue II (EU - Disc 2).png","screenshots/dreamcast/Shenmue II (EU - Disc 2).jpg","titlescreens/dreamcast/Shenmue II (EU - Disc 2).jpg","3dboxes/dreamcast/Shenmue II (EU - Disc 2).png","backcovers/dreamcast/Shenmue II (EU - Disc 2).png","marquees/dreamcast/Shenmue II (EU - Disc 2).png"
"dreamcast_shenmue-ii","Shenmue II","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2001-11-23","2001","2000s","SEGA AM2","SEGA","Adventure / RealTime 3D","Adventure","1","1","1","90","4.5","After crossing the sea, he will arrive from the East, from a distant land... the epic of Shenmue is reborn. In this second part, Ryo Hazuki arrives in Hong Kong to pursue his mission: to try to avenge the death of his father and discover the mystery of the Phoenix Mirror. Shenmue II is a universe at least three times larger than the first one: more characters to communicate with, more knowledge to acquire, more new experiences. But beware, you can't trust everyone!","Shenmue II (EU - Disc 3).chd","CHD","666.83","true","true","true","true","true","true","true","true","covers/dreamcast/Shenmue II (EU - Disc 3).png","miximages/dreamcast/Shenmue II (EU - Disc 3).png","screenshots/dreamcast/Shenmue II (EU - Disc 3).jpg","titlescreens/dreamcast/Shenmue II (EU - Disc 3).jpg","3dboxes/dreamcast/Shenmue II (EU - Disc 3).png","backcovers/dreamcast/Shenmue II (EU - Disc 3).png","marquees/dreamcast/Shenmue II (EU - Disc 3).png"
"dreamcast_shenmue-ii","Shenmue II","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2001-11-23","2001","2000s","SEGA AM2","SEGA","Adventure / RealTime 3D","Adventure","1","1","1","90","4.5","After crossing the sea, he will arrive from the East, from a distant land... the epic of Shenmue is reborn. In this second part, Ryo Hazuki arrives in Hong Kong to pursue his mission: to try to avenge the death of his father and discover the mystery of the Phoenix Mirror. Shenmue II is a universe at least three times larger than the first one: more characters to communicate with, more knowledge to acquire, more new experiences. But beware, you can't trust everyone!","Shenmue II (EU - Disc 4).chd","CHD","719.23","true","true","true","true","true","true","true","true","covers/dreamcast/Shenmue II (EU - Disc 4).png","miximages/dreamcast/Shenmue II (EU - Disc 4).png","screenshots/dreamcast/Shenmue II (EU - Disc 4).jpg","titlescreens/dreamcast/Shenmue II (EU - Disc 4).jpg","3dboxes/dreamcast/Shenmue II (EU - Disc 4).png","backcovers/dreamcast/Shenmue II (EU - Disc 4).png","marquees/dreamcast/Shenmue II (EU - Disc 4).png"
"dreamcast_shikigami-no-shiro-2","Shikigami no Shiro 2","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2004-03-25","2004","2000s","Alfa System","Alfa System","Shoot'em Up / Vertical","Shooter","1-2","1","2","70","3.5","Shikigami No Shiro II is a shoot'em up on Dreamcast. In the purest tradition of the genre, avoid the myriads of energy balls and lasers of all kinds that are thrown at you by enemies. Dodge and attack with equal fervor and defeat Shikigami Castle.","Shikigami no Shiro II (JP).chd","CHD","223.29","true","true","true","true","true","true","true","true","covers/dreamcast/Shikigami no Shiro II (JP).png","miximages/dreamcast/Shikigami no Shiro II (JP).png","screenshots/dreamcast/Shikigami no Shiro II (JP).png","titlescreens/dreamcast/Shikigami no Shiro II (JP).png","3dboxes/dreamcast/Shikigami no Shiro II (JP).png","backcovers/dreamcast/Shikigami no Shiro II (JP).png","marquees/dreamcast/Shikigami no Shiro II (JP).png"
"dreamcast_shin-nihon-pro-wrestling-toukon-retsuden-4","Shin Nihon Pro Wrestling Toukon Retsuden 4","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","1999-09-02","1999","1990s","Yuke's","Tomy","Fighting","Fighting","1-4","1","4","60","3","Shin Nippon Pro Wrestling: Toukon Retsuden 4 is the fourth game in the Toukon Retsuden series of officially licensed New Japan Pro Wrestling video games, and the first and only game in the series released for the Sega Dreamcast.

This version has a large number of game modes including Single Match, Tag Match, Elimination Match, Battle Royale, Tournament Battle, and League Battle.

The roster in this version gives the player 42 wrestlers to choose from, including hidden wrestlers.","Shin Nihon Pro Wrestling - Toukon Retsuden 4 (JP).chd","CHD","624.87","true","true","true","true","true","true","true","true","covers/dreamcast/Shin Nihon Pro Wrestling - Toukon Retsuden 4 (JP).png","miximages/dreamcast/Shin Nihon Pro Wrestling - Toukon Retsuden 4 (JP).png","screenshots/dreamcast/Shin Nihon Pro Wrestling - Toukon Retsuden 4 (JP).png","titlescreens/dreamcast/Shin Nihon Pro Wrestling - Toukon Retsuden 4 (JP).jpg","3dboxes/dreamcast/Shin Nihon Pro Wrestling - Toukon Retsuden 4 (JP).png","backcovers/dreamcast/Shin Nihon Pro Wrestling - Toukon Retsuden 4 (JP).png","marquees/dreamcast/Shin Nihon Pro Wrestling - Toukon Retsuden 4 (JP).png"
"dreamcast_shinseiki-evangelion-typing-e-keikaku","Shinseiki Evangelion - Typing E-Keikaku","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2001-04-19","2001","2000s","Gainax","Gainax","Various","Compilation","1","1","1","60","3","Game destined to teach type through various levels. At the time it was necessary to use the Dreamcast keyboard to play. It offers the player short representations of scenes and events from the series. The objective of the player is to write the words that appear on the screen as fast as possible on his keyboard. These words can be in romaji, kana or kanji, this ones, hardest than the previous","Shin Seiki Evangelion - Typing E Keikaku (English Translated by Derek Pascarella, Rev 2).chd","CHD","26.63","true","true","true","true","true","true","true","true","covers/dreamcast/Shin Seiki Evangelion - Typing E Keikaku (English Translated by Derek Pascarella, Rev 2).png","miximages/dreamcast/Shin Seiki Evangelion - Typing E Keikaku (English Translated by Derek Pascarella, Rev 2).png","screenshots/dreamcast/Shin Seiki Evangelion - Typing E Keikaku (English Translated by Derek Pascarella, Rev 2).jpg","titlescreens/dreamcast/Shin Seiki Evangelion - Typing E Keikaku (English Translated by Derek Pascarella, Rev 2).png","3dboxes/dreamcast/Shin Seiki Evangelion - Typing E Keikaku (English Translated by Derek Pascarella, Rev 2).png","backcovers/dreamcast/Shin Seiki Evangelion - Typing E Keikaku (English Translated by Derek Pascarella, Rev 2).png","marquees/dreamcast/Shin Seiki Evangelion - Typing E Keikaku (English Translated by Derek Pascarella, Rev 2).png"
"dreamcast_shinseiki-evangelion-typing-hokan-keikaku","Shinseiki Evangelion - Typing Hokan Keikaku","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2001-08-30","2001","2000s","Gainax","Gainax","Various","Compilation","1","1","1","60","3","Released later in the same year as “Typing E Keikaku,” this is another example of a typing title using the Neon Genesis Evangelion franchise. The gameplay is identical to the 1st with a mix of different elements of the franchise to teach you keyboard skills. Knowledge of Japanese is of course essential.","Shin Seiki Evangelion - Typing Hokan Keikaku (English Translated by Derek Pascarella).chd","CHD","30.08","true","true","true","true","true","true","true","true","covers/dreamcast/Shin Seiki Evangelion - Typing Hokan Keikaku (English Translated by Derek Pascarella).png","miximages/dreamcast/Shin Seiki Evangelion - Typing Hokan Keikaku (English Translated by Derek Pascarella).png","screenshots/dreamcast/Shin Seiki Evangelion - Typing Hokan Keikaku (English Translated by Derek Pascarella).png","titlescreens/dreamcast/Shin Seiki Evangelion - Typing Hokan Keikaku (English Translated by Derek Pascarella).jpg","3dboxes/dreamcast/Shin Seiki Evangelion - Typing Hokan Keikaku (English Translated by Derek Pascarella).png","backcovers/dreamcast/Shin Seiki Evangelion - Typing Hokan Keikaku (English Translated by Derek Pascarella).png","marquees/dreamcast/Shin Seiki Evangelion - Typing Hokan Keikaku (English Translated by Derek Pascarella).png"
"dreamcast_silent-scope","Silent Scope","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2000-11-04","2000","2000s","Konami Computer Entertainment","Konami","Lightgun Shooter","Shooter","1","1","1","90","4.5","Silent Scope on Dreamcast is a shooting game in which you play as a sniper. Through the proposed missions, you must rescue the family of the President of the United States. Each level consists of a number of enemies to be defeated by aiming correctly through the scope of the rifle.","Silent Scope (NA).chd","CHD","97.07","true","true","true","true","true","true","true","true","covers/dreamcast/Silent Scope (NA).png","miximages/dreamcast/Silent Scope (NA).png","screenshots/dreamcast/Silent Scope (NA).png","titlescreens/dreamcast/Silent Scope (NA).png","3dboxes/dreamcast/Silent Scope (NA).png","backcovers/dreamcast/Silent Scope (NA).png","marquees/dreamcast/Silent Scope (NA).png"
"dreamcast_silver","Silver","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2000-06-23","2000","2000s","Spiral House","Infogrames","Role Playing Game","RPG","1","1","1","80","4","Silver, a corrupt and sinister sorcerer, rules the land of Jarrah with an iron fist. He and his henchmen have abducted the village women as part of a pact with the almighty god, Apocalypse.

Now, only one man can put a stop to Silver and his minions - it's you, David, a promising young knight determined to save his beloved.
The right side of vengeance is coming...","Silver (NA).chd","CHD","547.22","true","true","true","true","true","true","true","true","covers/dreamcast/Silver (NA).png","miximages/dreamcast/Silver (NA).png","screenshots/dreamcast/Silver (NA).png","titlescreens/dreamcast/Silver (NA).png","3dboxes/dreamcast/Silver (NA).png","backcovers/dreamcast/Silver (NA).png","marquees/dreamcast/Silver (NA).png"
"dreamcast_skies-of-arcadia","Skies of Arcadia","dreamcast","Sega Dreamcast","Dreamcast","Sega","6. kynslóð (128-bit)","2001-04-27","2001","2000s","Overworks","SEGA","Role Playing Game","RPG","1","1","1","100","5","Arcadia is a world where continents float high above, and people travel by airships. Among the countries of this world, the most powerful one is the Empire of Valua. Guided by its greedy admirals, Valua strives to possess all the power in Arcadia. The boy Vyse and the girl Aika are members of the Blue Rogues - noble pirates who attack only Valuan war ships. During one of their confrontations with a battle ship, they encounter a girl named Fina, who is on an important mission whose secret she cannot tell yet. Involved in the conflict with the Empire of Valua, the trio of the heroes must explore the whole world of Arcadia in order to defeat the admirals.","Skies of Arcadia (NA - Disc 1).chd","CHD","601.72","true","true","true","true","true","true","true","true","covers/dreamcast/Skies of Arcadia (NA - Disc 1).png","miximages/dreamcast/Skies of Arcadia (NA - Disc 1).png","screenshots/dreamcast/Skies of Arcadia (NA - Disc 1).jpg","titlescreens/dreamcast/Skies of Arcadia (NA - Disc 1).png","3dboxes/dreamcast/Skies of Arcadia (NA - Disc 1).png","backcovers/dreamcast/Skies of Arcadia (NA - Disc 1).png","marquees/dreamcast/Skies of Arcadia (NA - Disc 1).png"
